WineName,Vintage,VineyardName,Country,Region,Type,Size(ml),Varietal,Critic,Rating,Price,CatalogueRemark,VivinoRating,Dry-Sweet,Light-Bold,Soft-Acidic,Smooth-Tannic,Gentle-Fizzy,NumVivinoRaters,NumReviews,VivinoRemarks,VivinoURL,VivinoPrice,VivinoRetailer,VivinoAvailableVintage,On-PremiseExclusive,Organic and/Or Bio-dynamic,Natural Winemaking,Sustainable Winegrowing,No Preservative
Gaba do Xil Godello,2017,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,White ,750,Godello,RP,90,39.5,,3.8,,,,,,353,,,https://www.vivino.com/telmo-rodriguez-gaba-do-xil-godello/w/63124?year=2017,$54.00,Vini Vino,2018,N,Y,N,Y,N
Gaba do Xil Godello,2018,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,White ,750,Godello,RP,90,39.5,,3.8,,,,,,371,,,https://www.vivino.com/telmo-rodriguez-gaba-do-xil-godello/w/63124?year=2018,$54.00,Vini Vino,2018,N,Y,N,Y,N
Gaba do Xil Mencia,2015,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,White ,750,Mencia,,,35.5,,3.8,,,,,,487,,This vintage rates better than any other year for this wine,https://www.vivino.com/telmo-rodriguez-gaba-do-xil-godello/w/63124?year=2015,$54.00,Vini Vino,2018,N,Y,N,Y,N
Gaba do Xil Mencia,2016,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,White ,750,Mencia,RP,91,37,,3.8,,,,,,586,,Popular among Vivino users. More than 500 ratings. Among top 7% of all wines in the world,https://www.vivino.com/telmo-rodriguez-gaba-do-xil-godello/w/63124?year=2016,$54.00,Vini Vino,2018,N,Y,N,Y,N
Branco de Sta. Cruz,2014,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,White ,750,"Godello, Treixadura, Dona Branca, Palomino",RP,93,68,,4.1,,,,,,70,,,https://www.vivino.com/telmo-rodriguez-branco-de-santa-cruz/w/2509745?year=2014,$92.00,Vini Vino,2014,N,N,N,N,N
A Falcoeira,2015,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,Garnacha & Mencia,RP,93,106,,4.2,2,7,6,6,,53,20,Popular among Vivino users. More than 50 ratings,https://www.vivino.com/telmo-rodriguez-falcoeira-a-capilla-single-vineyard/w/4422419?year=2015,$145.00,Vini Vino,2015,N,N,N,N,N
A Falcoeira,2016,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,Garnacha & Mencia,,,106,,4.2,2,7,6,6,,,20,,https://www.vivino.com/telmo-rodriguez-falcoeira-a-capilla-single-vineyard/w/4422419?year=2016,$145.00,Vini Vino,2015,N,N,N,N,N
As Caborcas,2014,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,"Mencia, Merenzao, Souson, Garnacha, Godello & Brencellao",RP,95,105,,4.1,1,6,8,5,,91,36,Oldest vintage available,https://www.vivino.com/telmo-rodriguez-as-caborcas-single-vineyard/w/1739336?year=2014,$145.00,Vini Vino,2014,N,N,N,N,N
As Caborcas,2015,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,"Mencia, Merenzao, Souson, Garnacha, Godello & Brencellao",RP,96,106,,3.8,1,6,8,5,,58,36,Latest vintage available. Cheapest vintage available,https://www.vivino.com/telmo-rodriguez-as-caborcas-single-vineyard/w/1739336?year=2015,$145.00,Vini Vino,2015,N,N,N,N,N
As Caborcas,2016,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,"Mencia, Merenzao, Souson, Garnacha, Godello & Brencellao",,,106,,4.2,1,6,8,5,,20,36,,https://www.vivino.com/telmo-rodriguez-as-caborcas-single-vineyard/w/1739336?year=2016,$145.00,Vini Vino,2015,N,N,N,N,N
O Diviso,2015,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,"Mencia, Brancellao, Souson, ""Garnacha"" and others",RP,95,106,,4.3,1,6,7,4,,18,18,Good value for money. Similar wines usually cost 32% more. This vintage rates better than any other year for this wine,https://www.vivino.com/telmo-rodriguez-o-diviso-valdeorras/w/6149336?year=2015,$145.00,Vini Vino,2015,N,N,N,N,N
O Diviso,2016,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,"Mencia, Brancellao, Souson, ""Garnacha"" and others",,,106,,4.1,1,6,7,4,,13,18,,https://www.vivino.com/telmo-rodriguez-o-diviso-valdeorras/w/6149336?year=2016,$145.00,Vini Vino,2015,N,N,N,N,N
Pegaso Granito,2011,Compania de Vinos Telmo Rodriguez,Spain,Valdeorras,Red,750,Garnacha ,RP,$93.00,70,,3.9,2,9,5,4,,77,49,,https://www.vivino.com/telmo-rodriguez-pegaso-granito/w/1233162?year=2011,$92.00,Vini Vino,2011,N,Y,N,Y,N
Pegaso Pizarra,2011,Compania de Vinos Telmo Rodriguez,Spain,Castilla y León,Red,750,Garnacha,RP,90,70,,3.8,2,10,6,5,,71,54,,https://www.vivino.com/telmo-rodriguez-pegaso-barrancos-de-pizarra/w/1179898?year=2011,$92.00,Vini Vino,2013,N,Y,N,Y,N
Pegaso Pizarra,2013,Compania de Vinos Telmo Rodriguez,Spain,Castilla y León,Red,750,Garnacha,RP,94,70,,3.9,2,10,6,5,,46,54,,https://www.vivino.com/telmo-rodriguez-pegaso-barrancos-de-pizarra/w/1179898?year=2013,$92.00,Vini Vino,2013,N,Y,N,Y,N
Al Muvedre,2016,Compania de Vinos Telmo Rodriguez,Spain,Alicante,Red,750,Monastrell,,,29,,3.6,2,7,7,8,,624,160,Popular among Vivino users. More than 600 ratings. Among top 8% of all wines in region,https://www.vivino.com/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2016,,,,Y,N,N,Y,N
Al Muvedre,2017,Compania de Vinos Telmo Rodriguez,Spain,Alicante,Red,750,Monastrell,,,29,,3.6,2,7,7,8,,209,160,,https://www.vivino.com/telmo-rodriguez-al-muvedre-tinto-monastrell/w/2568897?year=2017,,,,Y,N,N,Y,N
Old  Mountain D. O Malaga - Pint,2009,Compania de Vinos Telmo Rodriguez,Spain,Málaga,White ,375,,,,,,4.3,,,,,,,,,https://www.vivino.com/telmo-rodriguez-old-mountain-malaga/w/3290581?year=2009,,,,N,N,N,N,N
Mountain Blanco,2014,Compania de Vinos Telmo Rodriguez,Spain,Málaga,White ,750,Moscatel de Alejandria,RP,92,42,,3.8,,,,,,106,,,https://www.vivino.com/telmo-rodriguez-molino-real-mountain-blanco/w/1245000?year=2014,,,,Y,Y,N,Y,N
Molino Real,2012,Compania de Vinos Telmo Rodriguez,Spain,Málaga,White ,500,Moscatel  ,RP,95,78,,4.6,,,,,,37,,This vintage rates better than any other year for this wine. Among top 1% of all wines in the world,https://www.vivino.com/telmo-rodriguez-molino-real/w/63224?year=2012,,,,Y,Y,N,Y,N
Molino Real,2013,Compania de Vinos Telmo Rodriguez,Spain,Málaga,White ,500,Moscatel,RP,94,82,,4.2,,,,,,19,,,https://www.vivino.com/telmo-rodriguez-molino-real/w/63224?year=2013,,,,Y,Y,N,Y,N
Molino Real,2014,Compania de Vinos Telmo Rodriguez,Spain,Málaga,White ,500,Moscatel,RP,95,82,,4.2,,,,,,,,,https://www.vivino.com/telmo-rodriguez-molino-real/w/63224?year=2014,,,,Y,Y,N,Y,N
Tabuerniga,2014,Compania de Vinos Telmo Rodriguez,Spain,Rioja,Red,750,Tempranillo,,,118,,4.5,1,7,8,8,,47,17,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 40 ratings,https://www.vivino.com/telmo-rodriguez-tabuerniga/w/5823227?year=2014,$175.00,Vini Vino,2015,N,N,N,N,N
Tabuerniga,2015,Compania de Vinos Telmo Rodriguez,Spain,Rioja,Red,750,Tempranillo,,,118,,4.2,1,7,8,8,,36,17,,https://www.vivino.com/telmo-rodriguez-tabuerniga/w/5823227?year=2015,$175.00,Vini Vino,2015,N,N,N,N,N
Tabuerniga,2016,Compania de Vinos Telmo Rodriguez,Spain,Rioja,Red,750,Tempranillo,RP,98,118,,4.3,1,7,8,8,,12,17,,https://www.vivino.com/telmo-rodriguez-tabuerniga/w/5823227?year=2016,$175.00,Vini Vino,2015,N,N,N,N,N
Las Beatas,2013,Compania de Vinos Telmo Rodriguez,Spain,Rioja,Red,750,"Tempranillo, Graciano, Garnacha, Garnacha Blanca",,,250,,4.2,2,6,8,8,,94,28,Popular among Vivino users. More than 90 ratings,https://www.vivino.com/telmo-rodriguez-las-beatas/w/3290562?year=2013,,,,N,N,N,N,N
Las Beatas,2016,Compania de Vinos Telmo Rodriguez,Spain,Rioja,Red,750,"Tempranillo, Graciano, Garnacha, Garnacha Blanca",RP,99,265,,4.4,2,6,8,8,,,28,,https://www.vivino.com/telmo-rodriguez-las-beatas/w/3290562?year=2016,,,,N,N,N,N,N
El Velado,2016,Compania de Vinos Telmo Rodriguez,Spain,Rioja,Red,750,Tempranillo,RP,93,135,,4.3,2,8,8,7,,12,8,,https://www.vivino.com/telmo-rodriguez-el-velado-tinto/w/6168244?year=2016,,,,N,N,N,N,N
La Estrada,2016,Compania de Vinos Telmo Rodriguez,Spain,Rioja,Red,750,Tempranillo,RP,96,143,,4.2,2,7,7,6,,,13,,https://www.vivino.com/telmo-rodriguez-la-estrada-tinto/w/5985381?year=2016,,,,N,N,N,N,N
Mas Sardana Cava, NV,Franck Massard,Spain,Cava,Sparkling ,750,"Xarello, Macabeo & Parellada",,,30,,3.4,,5,7,,8,349,37,,https://www.vivino.com/franck-massard-cava-mas-sardana-brut-nature/w/1323935?year=U.V.,$45.00,Vini Vino,NV,Y,N,N,Y,N
Humilitat,2015,Franck Massard,Spain,Priorat,Red,750,Garnacha & Carinena,,,47,,4,2,10,7,6,,140,93,This vintage rates better than any other year for this wine. Among top 4% of all wines in the world,https://www.vivino.com/franck-massard-humilitat/w/1276374?year=2015,$63.00,Vini Vino,2015,Y,N,N,Y,N
Humilitat - Magnum,2014,Franck Massard,Spain,Priorat,Red,1500,Garnacha & Carinena,,,100,,3.8,2,10,7,6,,188,93,,https://www.vivino.com/franck-massard-humilitat/w/1276374?year=2014,$63.00,Vini Vino,2015,Y,N,N,Y,N
Huellas,2014,Franck Massard,Spain,Priorat,Red,750,Garnacha & Carinena,,,71,,4.1,2,10,6,6,,46,25,This vintage rates better than any other year for this wine,https://www.vivino.com/franck-massard-huellas/w/1188882?year=2014,$91.00,Vini Vino,2014,N,Y,Y,Y,N
Huellas - Magnum,2012,Franck Massard,Spain,Priorat,Red,1500,Garnacha & Carinena,RP,91,150,,4,2,10,6,6,,92,25,Among top 4% of all wines in the world,https://www.vivino.com/franck-massard-huellas/w/1188882?year=2012,$91.00,Vini Vino,2014,N,Y,Y,Y,N
Huellas - Magnum,2013,Franck Massard,Spain,Priorat,Red,1500,Garnacha & Carinena,RP,90,151,,3.7,2,10,6,6,,54,25,,https://www.vivino.com/franck-massard-huellas/w/1188882?year=2013,$91.00,Vini Vino,2014,N,Y,Y,Y,N
Huellas - Magnum,2014,Franck Massard,Spain,Priorat,Red,1500,Garnacha & Carinena,,,143,,4.1,2,10,6,6,,46,25,This vintage rates better than any other year for this wine,https://www.vivino.com/franck-massard-huellas/w/1188882?year=2014,$91.00,Vini Vino,2014,N,Y,Y,Y,N
EDA,2012,Franck Massard,Spain,Priorat,Red,750,Carinena,RP,92,123,,4,2,10,6,7,,15,7,,https://www.vivino.com/franck-massard-priorat-eda/w/2229683?year=2012,$165.00,Vini Vino,2012,N,Y,Y,Y,N
El Brindis,2017,Franck Massard,Spain,Priorat,Red,750,80% Carinena & 20% Garnacha,,,36,,3.7,2,8,6,5,,191,61,,https://www.vivino.com/franck-massard-el-brindis/w/1583174?year=2017,$55.00,Vini Vino,2016,N,N,N,Y,N
El Mago Blanco *Organic,2016,Franck Massard,Spain,Terra Alta,White ,750,Garnacha  ,,,41,,3.7,,,,,,11,,This vintage rates better than any other year for this wine,https://www.vivino.com/franck-massard-el-mago-blanc/w/5445268?year=2016,,,,Y,Y,Y,Y,N
El Mago Vino Rosado *NoSO2,2018,Franck Massard,Spain,Terra Alta,Rose,750,Garnacha,,,41,,3.8,,,,,,,,,https://www.vivino.com/franck-massard-el-mago-rosado-terra-alta/w/5975923?year=2018,,,,Y,Y,Y,Y,Y
El Mago Red *Organic,2017,Franck Massard,Spain,Terra Alta,Red,750,Garnachaa,,,35,,3.4,1,7,6,6,,,8,,https://www.vivino.com/franck-massard-el-mago-tinto/w/2299977?year=2017,,,,Y,Y,Y,Y,N
Licis,2014,Franck Massard,Spain,Ribeira Sacra,Red,750,Mencia,,,51,,3.7,2,6,8,5,,163,33,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/franck-massard-licis/w/1442956?year=2014,$76.00,Vini Vino,2015,N,N,N,Y,N
Licis,2015,Franck Massard,Spain,Ribeira Sacra,Red,750,Mencia,,,51,,3.7,2,6,8,5,,84,33,,https://www.vivino.com/franck-massard-licis/w/1442956?year=2015,$76.00,Vini Vino,2015,N,N,N,Y,N
Herbis,2017,Franck Massard,Spain,Rueda,White ,750,Verdejo & Viura,,,32,,3.8,,,,,,,,,https://www.vivino.com/franck-massard-herbis-verdejo-viura/w/1204036?year=2017,,,,N,N,N,N,N
Mas Amor Rosado,2018,Franck Massard,Spain,Catalunya,Rosé ,750,"95% Garnacha, 5% Tempranillo",,,32,,3.4,,,,,,,,,https://www.vivino.com/franck-massard-mas-amor-rosado/w/1229814?year=2018,$46.00,Vini Vino,2017,Y,N,N,Y,N
Ekam,2016,Castell D'encus,Spain,Costers del Segre,White ,750,Riesling & Albarino,,,57,,4.1,,,,,,291,,,https://www.vivino.com/castell-d-encus-ekam/w/1232125?year=2016,,,,Y,N,N,N,N
Taleia,2016,Castell D'encus,Spain,Costers del Segre,White ,750,Sauvignon Blanc & Semillon,RP,93,60,,3.9,,,,,,94,,,https://www.vivino.com/castell-d-encus-taleia/w/1203731?year=2016,$76.00,Vini Vino,2017,N,N,N,N,N
Taleia,2017,Castell D'encus,Spain,Costers del Segre,White ,750,Sauvignon Blanc & Semillon,RP,92,60,,4,,,,,,150,,,https://www.vivino.com/castell-d-encus-taleia/w/1203731?year=2017,$76.00,Vini Vino,2017,N,N,N,N,N
Thalarn,2015,Castell D'encus,Spain,Costers del Segre,Red,750,Syrah,RP,95,80,,4,2,8,6,7,,216,90,,https://www.vivino.com/castell-d-encus-thalarn/w/1164605?year=2015,$98.00,Vini Vino,2015,N,N,N,N,N
Acusp,2016,Castell D'encus,Spain,Costers del Segre,Red,750,Pinot Noir,RP,93,78,,4.1,2,7,6,4,,228,127,,https://www.vivino.com/castell-d-encus-acusp/w/1361982?year=2016,,,,N,N,N,N,N
Quest,2013,Castell D'encus,Spain,Costers del Segre,Red,750,Bordeaux blend,RP,94,78,,4.1,2,7,5,6,,463,110,Popular among Vivino users. More than 400 ratings,https://www.vivino.com/castell-d-encus-quest/w/1292008?year=2013,$99.00,Vini Vino,2013,N,N,N,N,N
Font de la Figuera Blanco,2015,Clos Figueras,Spain,Priorat,White,750,"Viognier, Garnacha Blanc & Chenin Blanc",,,65,,4.1,,,,,,220,,Popular among Vivino users. More than 200 ratings,https://www.vivino.com/clos-figueras-font-de-la-figuera-priorat-blanco/w/5009290?year=2015,$82.00,Vini Vino,2015,N,Y,Y,Y,N
Serras del Priorat Tinto DOQ,2018,Clos Figueras,Spain,Priorat,Red,750,"Garnacha, Carignan, Cabernet, Sauvignon & Syrah",,,62,,3.7,2,10,7,6,,82,162,Great value for money. Similar wines usually cost 2 times as much. Latest vintage available,https://www.vivino.com/clos-figueras-serras-del-priorat/w/97685?year=2018,,,,N,Y,Y,Y,N
Clos Figueras Clos Figueres Tinto,2014,Clos Figueras,Spain,Priorat,Red,750,Old Carinena & Garnacha,RP,92,135,,4.1,2,10,7,6,,176,175,,https://www.vivino.com/clos-figueras-font-de-la-figuera-tinto/w/97688?year=2014,$87.00,Vini Vino,2012,N,Y,Y,Y,N
Ferrer Bobet,2015,Ferrer Bobet,Spain,Priorat,Red,750,Carinena & Garnacha,RP,93,69,,4.1,2,9,7,6,,278,120,,https://www.vivino.com/ferrer-bobet-priorat/w/1198951?year=2015,$95.00,Vini Vino,2014,Y,Y,N,N,N
Ferrer Bobet Vinyes Velles Seleccio Especial,2015,Ferrer Bobet,Spain,Priorat,Red,750,100-year-old Carinena & Garnacha,RP,94,150,,4.4,2,10,7,6,,59,118,,https://www.vivino.com/ferrer-bobet-seleccio-especial-vinyes-velles/w/2149967?year=2015,$175.00,Vini Vino,2015,Y,Y,N,N,N
Ferrer Bobet Vinyes Velles  ,2016,Ferrer Bobet,Spain,Priorat,Red,750,100-year-old Carinena & Garnacha,RP,94,95,,4.3,2,9,7,6,,325,419,Great value for money. Similar wines usually cost 4 times as much. This vintage rates better than any other year for this wine,https://www.vivino.com/ferrer-bobet-priorat-vinyes-velles/w/1173927?year=2016,,,,Y,Y,N,N,N
Ferrer Bobet Vinyes Velles Magnum Limited,2016,Ferrer Bobet,Spain,Priorat,Red,1500,100-year-old Carinena & Garnacha,RP,94,205,,4.3,2,9,7,6,,325,419,Great value for money. Similar wines usually cost 4 times as much. This vintage rates better than any other year for this wine,https://www.vivino.com/ferrer-bobet-priorat-vinyes-velles/w/1173927?year=2016,,,,Y,Y,N,N,N
Espectacle del Montsant *Limited,2009,Espectacle,Spain,Montsant,Red,750,Garnacha,RP,93,170,,4.4,2,8,6,5,,181,121,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/espectacle-tinto/w/1171308?year=2009,$245.00,Vini Vino,2013,N,N,N,N,N
Espectacle del Montsant ,2013,Espectacle,Spain,Montsant,Red,750,Garnacha,RP,96,178,,4.4,2,8,6,5,,147,121,Oldest vintage available,https://www.vivino.com/espectacle-tinto/w/1171308?year=2013,$245.00,Vini Vino,2013,N,N,N,N,N
Espectacle del Montsant,2014,Espectacle,Spain,Montsant,Red,750,Garnacha,RP,97,182,,4.3,2,8,6,5,,112,121,Latest vintage available. Cheapest vintage available,https://www.vivino.com/espectacle-tinto/w/1171308?year=2014,$245.00,Vini Vino,2014,N,N,N,N,N
Espectacle del Montsant - Magnum *Limited,2012,Espectacle,Spain,Montsant,Red,1500,Garnacha,RP,99,403,,4.5,2,8,6,5,,166,121,Winner of Vivino's 2017 Wine Style Awards: Spanish Montsant Red,https://www.vivino.com/espectacle-tinto/w/1171308?year=2012,$245.00,Vini Vino,2013,N,N,N,N,N
Espectacle del Montsant - Magnum *Limited,2013,Espectacle,Spain,Montsant,Red,1500,Garnacha,RP,96,403,,4.4,2,8,6,5,,147,121,,https://www.vivino.com/espectacle-tinto/w/1171308?year=2013,$245.00,Vini Vino,2013,N,N,N,N,N
Audacia,2016,Les 3 amis,Spain,Valdeorras,,750,Godello,,,43.5,,,,,,,,,,,,,,,N,N,N,N,N
Alma,2014,Les 3 amis,Spain,Valdeorras,,750,Albarino,,,45.5,,,,,,,,,,,,,,,N,N,N,N,N
East India Solera,NV,Emilio Lustau,Spain,Jerez,Sherry,500,,JS,91,38,,4,9,8,7,,,2028,103,Featured in Vivino's 2018 Wine Style Awards: Spanish Sherry (N.V. Vintage),https://www.vivino.com/lustau-east-india-solera-sherry/w/1164439?year=U.V.,,,,N,N,N,N,N
"Centenary Selection, Pedro Ximenez Murillo",NV,Emilio Lustau,Spain,Jerez,Sherry,500,,RP,94,65,,4.3,10,10,5,,,333,22,Among top 1% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-pedro-ximenez-murillo-seleccion-del-centenario/w/1169782?year=U.V.,,,,Y,N,N,N,N
Palo Cortado VORS 30 Years Old *Limited,NV,Emilio Lustau,Spain,Jerez,Sherry,500,,RP,94,171,,4.1,5,8,8,,,156,8,Among top 2% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-jerez-xeres-sherry-30-year-old-palo-cortado-vors/w/1169775?year=U.V.,,,,Y,N,N,N,N
Fino Puerto Fino - Pint,NV,Emilio Lustau,Spain,Jerez,Sherry,375,,RP,90,23,,3.3,6,8,8,,,349,35,,https://www.vivino.com/lustau-jerez-xeres-sherry-puerto-fino-jerez-xeres-sherry/w/5806127?year=U.V.,,,,N,N,N,N,N
Fino Puerto Fino  ,NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,90,,,3.3,6,8,8,,,349,35,,https://www.vivino.com/lustau-jerez-xeres-sherry-puerto-fino-jerez-xeres-sherry/w/5806127?year=U.V.,,,,N,N,N,N,N
"Manzanilla ""Papirusa"" - Pint",NV,Emilio Lustau,Spain,Jerez,Sherry,375,,RP,90,23,,3.6,4,7,8,,,1294,61,,https://www.vivino.com/lustau-papirusa-manzanilla-solera-reserva/w/1170125?year=U.V.,$79.00,Vini Vino,NV,Y,N,N,N,N
"Manzanilla ""Papirusa""  ",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,90,38,,3.6,4,7,8,,,1294,61,,https://www.vivino.com/lustau-papirusa-manzanilla-solera-reserva/w/1170125?year=U.V.,$79.00,Vini Vino,NV,Y,N,N,N,N
"Jerez Dry Amontilladon ""Los Arcos"" - Pint",NV,Emilio Lustau,Spain,Jerez,Sherry,375,,RP,90,25,,3.6,7,8,8,,,1439,181,,https://www.vivino.com/lustau-los-arcos-dry-amontillado-sherry-solera-reserva/w/1170127?year=U.V.,$80.00,Vini Vino,NV,Y,N,N,N,N
"Jerez Dry Amontilladon ""Los Arcos"" ",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,90,44,,3.6,7,8,8,,,1439,181,,https://www.vivino.com/lustau-los-arcos-dry-amontillado-sherry-solera-reserva/w/1170127?year=U.V.,$80.00,Vini Vino,NV,Y,N,N,N,N
"Oloroso Dry Solera ""Don Nuno"" - Pint",NV,Emilio Lustau,Spain,Jerez,Sherry,375,,RP,92,32,,3.7,7,8,8,,,946,142,,https://www.vivino.com/lustau-don-nuno-dry-oloroso-sherry-reserva-solera/w/1170129?year=U.V.,$92.00,Vini Vino,NV,Y,N,N,N,N
"Oloroso Dry Solera ""Don Nuno""",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,92,57,,3.7,7,8,8,,,946,142,,https://www.vivino.com/lustau-don-nuno-dry-oloroso-sherry-reserva-solera/w/1170129?year=U.V.,$92.00,Vini Vino,NV,Y,N,N,N,N
"Palo Cortado ""Peninsula"" Solera Reserva",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,94,56,,3.9,5,7,8,,,576,14,Among top 5% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-peninsula-palo-cortado-sherry-solera-reserva/w/1170128?year=U.V.,$80.00,Vini Vino,NV,N,N,N,N,N
"Pedro Ximenez ""San Emilio"" Solera Reserva - Pint",NV,Emilio Lustau,Spain,Jerez,Sherry,375,,JS,92,33,,4,10,10,5,,,2056,234,Among top 2% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-san-emilio-pedro-ximenez-sherry-solera-reserva/w/1170133?year=U.V.,$95.00,Vini Vino,NV,N,N,N,N,N
"Pedro Ximenez ""San Emilio"" Solera Reserva ",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,JS,92,58,,4,10,10,5,,,2056,234,Among top 2% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-san-emilio-pedro-ximenez-sherry-solera-reserva/w/1170133?year=U.V.,$95.00,Vini Vino,NV,N,N,N,N,N
"Moscatel ""Emilin""",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,JS,91,59,,4,9,8,8,,,610,26,Among top 3% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-emilin-moscatel-sherry-solera-reserva/w/1170132?year=U.V.,$80.00,Vini Vino,NV,N,N,N,N,N
"Lustau Alma, Fino del Puerto, Gonzales Obregon 1/143",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,,,38,,3.6,6,8,8,,,178,5,Among top 10% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-fino-del-puerto-almacenista-jose-luis-gonzalez-obregon/w/1169940?year=U.V.,,,,N,N,N,N,N
"Lustau Alma, Amontillado del Puerto, Gonzales Obregon 1/10",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,91,53,,4,5,8,7,,,182,9,Among top 4% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-amontillado-del-puerto-almacenista-jose-luis-gonzalez-obregon/w/1169952?year=U.V.,,,,N,N,N,N,N
"Lustau Alma, Palo Cortado de Jerez, Cayetano del Pino 1/22",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,93,65,,4.1,4,8,7,,,135,20,Among top 2% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-palo-cortado-de-jerez-almacenista-cayetano-del-pino-y-cia-sherry/w/6457777?year=U.V.,,,,N,N,N,N,N
"Lustau Alma, Oloroso Pata de Gallina Garcia Jarana 1/38",NV,Emilio Lustau,Spain,Jerez,Sherry,750,,RP,91,53,,4,6,8,8,,,282,14,Among top 5% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-oloroso-pata-de-gallina-almacenista-juan-garcia-jarana/w/1187156?year=U.V.,,,,N,N,N,N,N
Vermut Lustau Tinto,NV,Emilio Lustau,Spain,Jerez,Sherry,750,,,,43,,4.1,8,7,7,,,605,29,Among top 1% of all wines in the world (N.V. Vintage),https://www.vivino.com/lustau-vermut-tinto/w/4010937?year=U.V.,,,,N,N,N,N,N
Mandolas,2017,Tokaj-Oremus,Hungary,Tokaj,Dry White,750,Furmint,,,44,,3.8,,,,,,178,,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/oremus-furmint-mandolas/w/2341260?year=2017,,,,N,N,N,N,N
Late Harvest,2017,Tokaj-Oremus,Hungary,Tokaj,Sweet White,500,"Furmint, Harslevelu, Zela & Sargamuskotaly",,,44.5,,4.1,,,,,,160,,,https://www.vivino.com/oremus-tokaji-late-harvest/w/1205909?year=2017,,,,N,N,N,N,N
ASZU 5 Puttonyos,2010,Tokaj-Oremus,Hungary,Tokaj,Sweet White,500,"Furmint, Harslevelu, Zela & Sargamuskotaly",,,106,,4.4,,,,,,,,,https://www.vivino.com/oremus-tokaji-aszu-5-puttonyos-tokaj/w/1913596?year=2010,,,,N,N,N,N,N
Prazo de Roriz,2012,Prats & Symington,Portugal,Douro,Red,750,"Tinta, Roriz, Tinta Barroca, Touriga Nacional, Touriga Franca, Tinta Amarela, Tinto Cao & Sousao",,,38,,3.7,2,9,5,7,,401,,,https://www.vivino.com/chryseia-prazo-de-roriz-douro/w/1222725?year=2012,$62.00,Vini Vino,2012,N,Y,N,N,N
Post Scriptum,2013,Prats & Symington,Portugal,Douro,Red,750,"Touriga Nacional, Touriga Franca, Tinta Roriz & Tinta Barroca",RP,94,50,,4,2,9,5,7,,1744,1053,,https://www.vivino.com/chryseia-post-scriptum-de-chryseia-douro/w/1290538?year=2013,$82.00,Vini Vino,2013,N,Y,N,N,N
Chryseia *Limited,2015,Prats & Symington,Portugal,Douro,Red,750,Touriga Nacional & Touriga Franca ,RP,94,102,,4.5,2,9,5,7,,1246,907,,https://www.vivino.com/chryseia-chryseia-douro/w/1240543?year=2015,$142.00,Vini Vino,2016,N,Y,N,N,N
Chryseia *Limited,2016,Prats & Symington,Portugal,Douro,Red,750,Touriga Nacional & Touriga Franca ,RP,92,102,,4.5,2,9,5,7,,722,907,,https://www.vivino.com/chryseia-chryseia-douro/w/1240543?year=2016,$142.00,Vini Vino,2016,N,Y,N,N,N
Fine White,NV,W & J. Graham's Port,Portugal,Douro,Red,750,,,,45,,3.6,,,,,,1125,,,https://www.vivino.com/w-and-j-grahams-fine-white-port/w/1571152?year=U.V.,$59.00,Vini Vino,NV,N,Y,N,N,N
